force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,timestamp,tool_wear,experiment_tag,time,VB_mm,ACTION_CODE
-19.81,-6.499,2.421,-0.275,-0.119,0.35,0.105,959.2444,0.14949234,c6,959.2444,0.14949234,1
59.435,25.212,40.085,0.178,-0.409,-0.209,0.112,963.20442,0.150176016,c6,963.20442,0.150176016,1
-13.169,5.389,-3.558,0.232,-0.247,0.035,0.09,967.16444,0.150859693,c6,967.16444,0.150859693,1
-21.786,2.884,-2.804,-0.158,-0.181,0.27,0.08,971.12446,0.151543369,c6,971.12446,0.151543369,1
-6.844,11.606,10.483,0.066,0.131,0.284,0.104,975.08448,0.152227045,c6,975.08448,0.152227045,1
66.853,21.869,44.819,0.039,0.361,-0.222,0.1,979.0445,0.153525594,c6,979.0445,0.153525594,1
46.989,16.291,36.211,-0.156,0.445,-0.183,0.093,983.00452,0.154824142,c6,983.00452,0.154824142,1
58.548,12.816,47.667,-0.376,0.792,-0.199,0.112,986.96454,0.15612269,c6,986.96454,0.15612269,1
-18.183,25.576,7.093,0.156,-0.588,0.035,0.108,990.92456,0.157421238,c6,990.92456,0.157421238,1
-5.986,43.008,16.014,-0.473,0.87,-1.462,0.133,994.88458,0.158719786,c6,994.88458,0.158719786,1
5.318,8.839,5.17,-0.074,0.209,-0.4,0.155,998.88458,0.158719786,c6,998.88458,0.158719786,1
75.676,33.091,48.625,-0.247,-0.505,-0.374,0.091,1002.8446,0.160018335,c6,1002.8446,0.160018335,1
30.956,22.338,28.322,0.316,-0.068,0.596,0.084,1006.80462,0.161316883,c6,1006.80462,0.161316883,1
42.331,2.445,-24.793,-0.023,-0.089,-0.723,0.092,1010.76464,0.162615431,c6,1010.76464,0.162615431,1
17.956,-1.434,-11.785,0.345,0.115,0.199,0.092,1014.72466,0.163913979,c6,1014.72466,0.163913979,1
65.468,22.688,49.885,-0.072,-0.066,-0.017,0.14,1018.68468,0.165212527,c6,1018.68468,0.165212527,1
24.424,1.527,-12.068,0.022,0.066,0.093,0.098,1022.6447,0.166511075,c6,1022.6447,0.166511075,1
29.656,7.292,-17.399,0.241,0.246,-0.172,0.108,1026.60472,0.167809624,c6,1026.60472,0.167809624,1
-12.281,3.379,7.801,-0.467,0.109,-0.141,0.107,1030.56474,0.169108172,c6,1030.56474,0.169108172,1
-18.959,-16.62,-7.252,-0.299,-0.095,0.317,0.111,1034.52476,0.17040672,c6,1034.52476,0.17040672,1
50.94,13.445,45.154,-0.045,0.656,-0.018,0.117,1038.48478,0.171705268,c6,1038.48478,0.171705268,1
1.472,1.215,0.576,0.04,0.043,0.026,-0.005,1042.4448,0.173003817,c6,1042.4448,0.173003817,1
7.721,-5.691,-9.481,-0.216,-0.123,0.034,0.107,1046.4448,0.173003817,c6,1046.4448,0.173003817,1
-29.736,-6.25,0.772,0.422,0.057,0.903,0.113,1050.40482,0.174302365,c6,1050.40482,0.174302365,1
26.541,13.344,-12.246,0.402,-0.224,-0.407,0.097,1054.36484,0.175600913,c6,1054.36484,0.175600913,1
-22.205,4.16,7.61,0.058,0.526,0.844,0.1,1058.32486,0.176899461,c6,1058.32486,0.176899461,1
54.79,19.794,44.86,-0.353,0.467,-0.321,0.094,1062.28488,0.178198009,c6,1062.28488,0.178198009,1
0.038,5.43,-4.295,0.028,0.2,-0.017,0.144,1066.2449,0.179496557,c6,1066.2449,0.179496557,1
38.516,4.869,-13.775,0.066,0.189,-0.144,0.103,1070.20492,0.180795106,c6,1070.20492,0.180795106,1
-3.836,9.989,15.875,-0.32,-0.522,-0.381,0.118,1074.16494,0.182093654,c6,1074.16494,0.182093654,1
-14.163,-15.051,-5.126,0.513,-1.1,-0.327,0.115,1078.12496,0.183392202,c6,1078.12496,0.183392202,1
-16.791,-13.35,-6.358,0.388,-0.737,0.058,0.182,1082.08498,0.18469075,c6,1082.08498,0.18469075,1
24.653,2.681,-12.467,0.008,-0.16,-0.103,0.181,1086.08498,0.18469075,c6,1086.08498,0.18469075,1
8.841,2.439,19.557,1.063,-0.439,0.096,0.114,1090.045,0.185989298,c6,1090.045,0.185989298,1
-13.616,6.549,0.565,-0.015,-0.514,-0.402,0.092,1094.00502,0.187287847,c6,1094.00502,0.187287847,1
1.994,10.514,22.133,-0.186,-0.392,0.528,0.099,1097.96504,0.188586395,c6,1097.96504,0.188586395,1
21.993,21.939,34.551,-0.181,0.057,0.145,0.106,1101.92506,0.189884943,c6,1101.92506,0.189884943,1
40.215,9.706,-14.976,0.099,0.047,-0.449,0.112,1105.88508,0.191183491,c6,1105.88508,0.191183491,1
8.014,7.884,-8.017,0.022,0.205,-0.089,0.116,1109.8451,0.192482039,c6,1109.8451,0.192482039,1
-10.998,22.99,13.486,0.291,0.037,0.286,0.104,1113.80512,0.193780588,c6,1113.80512,0.193780588,1
0.703,10.33,21.44,0.347,-0.259,0.692,0.105,1117.76514,0.194926222,c6,1117.76514,0.194926222,1
88.601,8.661,56.154,0.622,-0.019,0.118,0.112,1121.72516,0.196071857,c6,1121.72516,0.196071857,1
52.869,4.173,-16.831,0.144,-0.145,-0.481,0.17,1125.68518,0.197217492,c6,1125.68518,0.197217492,1
-18.981,-8.123,0.028,-0.312,-0.068,0.681,0.151,1129.68518,0.197217492,c6,1129.68518,0.197217492,1
-14.893,-7.326,14.305,-0.234,0.319,0.486,0.093,1133.6452,0.198363126,c6,1133.6452,0.198363126,1
45.097,3.876,-23.083,-0.204,0.082,-0.388,0.106,1137.60522,0.199508761,c6,1137.60522,0.199508761,1
-0.271,7.968,-13.472,-0.391,0.141,-0.194,0.125,1141.56524,0.200654396,c6,1141.56524,0.200654396,1
49.38,5.898,-25.997,-0.339,0.42,-0.209,0.086,1145.52526,0.201800031,c6,1145.52526,0.201800031,1
88.729,27.003,57.668,0.046,0.057,-0.329,0.096,1149.48528,0.202945665,c6,1149.48528,0.202945665,1
-46.365,-8.229,-10.598,-0.042,-0.396,0.601,0.091,1153.4453,0.2040913,c6,1153.4453,0.2040913,1
49.049,4.83,-15.071,-0.028,0.353,-0.148,0.077,1157.40532,0.205236935,c6,1157.40532,0.205236935,1
-16.27,22.559,14.512,0.248,-0.461,-0.178,0.116,1161.36534,0.206382569,c6,1161.36534,0.206382569,1
-3.245,-13.859,-6.677,0.727,-1.022,-0.154,0.102,1165.32536,0.207528204,c6,1165.32536,0.207528204,1
-54.71,6.006,-8.305,-0.042,0.116,0.022,0.173,1169.28538,0.208673839,c6,1169.28538,0.208673839,1
-2.854,17.144,-5.004,-0.173,-0.059,-0.374,0.195,1173.28538,0.208673839,c6,1173.28538,0.208673839,1
43.546,11.637,-21.229,-0.192,-0.158,-0.431,0.08,1177.2454,0.209819473,c6,1177.2454,0.209819473,1
7.265,9.358,24.237,-0.318,-0.406,-0.873,0.105,1181.20542,0.210965108,c6,1181.20542,0.210965108,1
34.156,9.076,33.948,-0.392,0.652,-0.038,0.149,1185.16544,0.212110743,c6,1185.16544,0.212110743,1
75.574,22.663,56.333,0.379,0.133,0.209,0.106,1189.12546,0.213256377,c6,1189.12546,0.213256377,1
-43.549,-3.065,-4.754,-0.05,-0.255,0.156,0.1,1193.08548,0.214402012,c6,1193.08548,0.214402012,1
-36.873,6.999,0.366,-0.032,0.141,0.008,0.086,1197.0455,0.215547647,c6,1197.0455,0.215547647,1
15.75,7.733,-14.469,0.012,0.289,-0.091,0.081,1201.00552,0.216693282,c6,1201.00552,0.216693282,1
92.063,24.812,65.441,0.128,0.403,-0.363,0.117,1204.96554,0.217838916,c6,1204.96554,0.217838916,1
-51.899,-10.968,-8.638,-0.004,-1.058,-0.103,0.107,1208.92556,0.218984551,c6,1208.92556,0.218984551,1
48.173,13.525,-25.547,0.031,0.147,0.064,0.129,1212.88558,0.220130186,c6,1212.88558,0.220130186,1
-11.508,-6.854,-0.729,-0.236,-0.036,0.095,0.212,1216.88558,0.220130186,c6,1216.88558,0.220130186,1
71.856,20.725,52.463,-0.58,0.204,-2.029,0.1,1220.8456,0.221275821,c6,1220.8456,0.221275821,1
-17.51,-12.064,15.75,0.163,-0.044,0.505,0.113,1224.80562,0.222421455,c6,1224.80562,0.222421455,1
-42.792,-4.417,1.009,0.055,-0.397,0.6,0.096,1228.76564,0.22356709,c6,1228.76564,0.22356709,1
-50.264,-9.294,-3.572,0.288,-0.534,0.704,0.118,1232.72566,0.224712725,c6,1232.72566,0.224712725,1
61.439,28.689,51.729,0.137,-0.529,-0.192,0.084,1236.68568,0.225858359,c6,1236.68568,0.225858359,1
81.812,22.288,54.262,-0.293,0.413,-0.649,0.108,1240.6457,0.227003994,c6,1240.6457,0.227003994,1
54.081,19.255,42.39,-0.315,0.627,-0.426,0.11,1244.60572,0.228149629,c6,1244.60572,0.228149629,1
44.271,10.724,49.643,-0.143,-0.59,0.072,0.117,1248.56574,0.229295263,c6,1248.56574,0.229295263,1
-25.407,24.578,16.495,0.264,-0.042,0.133,0.118,1252.52576,0.230440898,c6,1252.52576,0.230440898,1
32.805,8.321,-24.498,-0.092,0.338,-0.146,0.101,1256.48578,0.230599233,c6,1256.48578,0.230599233,1
-23.492,3.76,10.87,-0.943,0.416,-0.267,0.171,1260.48578,0.230599233,c6,1260.48578,0.230599233,1
-9.944,12.925,-5.06,0.605,-0.075,-0.225,0.11,1264.4458,0.230757569,c6,1264.4458,0.230757569,1
102.06,37.117,60.512,-0.023,-0.48,-0.512,0.133,1268.40582,0.230915904,c6,1268.40582,0.230915904,1
11.762,8.547,-16.022,-0.213,-0.109,-0.365,0.127,1272.36584,0.231074239,c6,1272.36584,0.231074239,1
30.95,11.106,-14.987,0.068,-0.336,-0.553,0.114,1276.32586,0.231232574,c6,1276.32586,0.231232574,1
-11.607,-2.204,3.825,0.034,-0.07,0.396,0.109,1280.28588,0.231390909,c6,1280.28588,0.231390909,1
66.423,12.257,-23.981,0.065,0.461,-0.517,0.138,1284.2459,0.231549244,c6,1284.2459,0.231549244,1
25.048,24.174,29.872,0.258,0.624,0.106,0.136,1288.20592,0.23170758,c6,1288.20592,0.23170758,1
104.74,21.57,64.017,-0.234,0.819,-0.177,0.126,1292.16594,0.231865915,c6,1292.16594,0.231865915,1
115.08,12.358,72.165,0.551,-0.107,0.684,0.143,1296.12596,0.23202425,c6,1296.12596,0.23202425,1
-54.613,2.576,-2.244,-0.614,0.336,1.313,0.228,1300.12596,0.23202425,c6,1300.12596,0.23202425,1
69.691,17.624,-19.108,0.63,-0.125,-0.228,0.159,1304.08598,0.232182585,c6,1304.08598,0.232182585,1
5.752,-6.054,23.536,0.462,0.304,1.148,0.123,1308.046,0.232340921,c6,1308.046,0.232340921,1
0.126,-10.998,-7.33,0.15,-0.243,0.302,0.143,1312.00602,0.232499256,c6,1312.00602,0.232499256,1
23.837,12.425,38.381,0.512,-0.552,0.68,0.182,1315.96604,0.232657591,c6,1315.96604,0.232657591,1
43.967,16.12,35.269,0.004,0.475,-0.009,0.231,1319.92606,0.232815926,c6,1319.92606,0.232815926,1
49.441,16.241,33.29,0.089,0.602,0.015,0.186,1323.88608,0.232974261,c6,1323.88608,0.232974261,1
-17.922,2.446,14.831,-0.281,-0.24,0.401,0.177,1327.8461,0.233132596,c6,1327.8461,0.233132596,1
16.568,13.683,-17.949,0.064,0.43,-0.409,0.196,1331.80612,0.233290932,c6,1331.80612,0.233290932,1
-59.874,2.5,-3.067,0.118,-0.442,0.939,0.187,1335.76614,0.233449267,c6,1335.76614,0.233449267,1
85.285,22.636,58.502,-0.374,0.58,0.127,0.257,1339.72616,0.233607602,c6,1339.72616,0.233607602,1
-58.773,-4.322,-3.542,-0.273,0.521,1.556,0.221,1343.72616,0.233607602,c6,1343.72616,0.233607602,1
120.28,42.703,65.457,-0.582,1.141,-0.596,0.159,1347.68618,0.233765937,c6,1347.68618,0.233765937,1
-22.061,-7.215,-7.897,-0.121,-0.17,0.333,0.205,1351.6462,0.233924273,c6,1351.6462,0.233924273,1
-5.419,2.305,19.839,0.244,-0.438,0.783,0.119,1355.60622,0.234082608,c6,1355.60622,0.234082608,1
-10.561,1.048,20.954,-0.362,-0.207,0.29,0.268,1359.56624,0.234240943,c6,1359.56624,0.234240943,1
13.784,9.36,22.987,0.193,0.176,-0.181,0.27,1363.52626,0.234399278,c6,1363.52626,0.234399278,1
64.222,8.993,-20.416,-0.151,0.198,-0.551,0.223,1367.48628,0.234557613,c6,1367.48628,0.234557613,1
-67.3,-9.721,-8.283,0.101,-0.467,0.093,0.241,1371.4463,0.234715949,c6,1371.4463,0.234715949,1
